109.519987
120.295300 5.891775 191.864500 0.210318 0.225276 -0.168096 
123.662500 8.406476 188.884400 -0.047393 -0.607330 0.384987 
122.402500 12.779710 186.534900 -0.049536 0.495878 -0.218072 
124.709100 17.132400 186.073700 -0.125833 -0.073734 0.010101 
120.401800 20.249050 186.414000 -0.097918 0.014028 -0.010272 
127.115900 21.297750 186.332300 0.601972 0.193058 0.147663 
134.401800 22.652540 188.861200 -0.495375 -0.445198 -0.001128 
134.857100 29.900600 185.588700 0.158562 0.158433 0.084009 
133.027900 31.664650 182.931400 0.217825 -0.415068 -0.332774 
131.121100 36.433010 184.108300 -0.052026 0.993498 0.114781 
129.923700 41.627300 183.521500 0.221815 -0.582281 0.107904 
127.154400 45.702680 186.178400 0.164358 -0.270816 -0.038449 
124.432100 49.307880 186.706200 -0.208627 0.270561 0.086319 
124.486800 53.066680 189.593000 -0.230952 -0.035814 0.688878 
122.922600 53.210180 194.707600 -0.269168 0.217234 -1.019433 
127.045400 51.289540 197.090200 -0.286403 -0.968126 0.267361 
122.804400 47.246360 196.961600 0.746536 0.993903 -0.173738 
123.308300 43.310710 200.402200 -0.071161 -0.126609 0.298792 
126.252200 39.985150 198.518100 0.157463 -0.937302 -0.580641 
126.448200 35.726550 195.762400 0.109774 0.947358 0.664252 
123.643800 33.097950 193.267900 -0.523430 0.412639 -0.233937 
119.535500 38.562130 192.761800 0.167893 -0.620986 -0.608834 
117.470100 37.879150 187.536800 0.334885 0.100010 0.585007 
121.723100 37.382240 184.950800 -0.346745 0.046745 -0.152630 
123.235200 35.181110 180.581800 -0.060547 -0.157281 0.198644 
124.412000 30.763220 179.572100 -0.391929 -0.226391 0.226994 
121.633700 27.610140 179.795300 0.464045 -0.210934 -0.357416 
123.174000 23.293700 176.971400 -0.272885 0.547532 0.142323 
119.045700 24.866230 169.779300 -0.309671 -0.423912 0.549233 
122.026900 28.048400 166.444900 0.290579 0.430375 -0.591178 
120.515000 29.015930 161.577800 0.302091 0.351364 -0.256928 
122.309200 32.244210 157.998700 -0.783971 -0.883011 0.397498 
126.001300 35.294110 158.173600 0.501252 0.887531 0.234749 
125.178000 40.491700 160.628000 0.342660 -0.352851 -0.210695 
127.603400 44.254460 163.223400 -0.023746 -0.065098 0.046662 
129.611700 43.884940 167.114600 -0.091729 0.130150 -0.133809 
130.590700 46.912090 173.009800 -0.257536 -0.000987 -0.485952 
132.908400 45.922880 177.096200 0.371724 -0.282133 0.513557 
136.582700 43.935700 179.263500 0.107597 -0.175419 -0.121521 
140.351700 41.510840 179.500400 -0.113731 0.213248 -0.108206 
146.679700 38.866040 179.955200 0.031232 0.253404 -0.038510 
150.946400 43.850020 181.021500 -0.659381 -0.204995 0.234836 
156.919900 43.944070 177.479000 0.406211 -0.020317 -0.454989 
154.576200 43.177370 173.108300 0.115387 0.005218 0.199575 
151.170100 43.852320 171.979200 -0.093600 -0.026134 -0.017147 
148.317600 39.579330 170.322300 -0.139772 -0.085962 0.008998 
143.633300 36.526840 169.207300 1.143126 0.059583 0.009259 
139.918600 36.891790 169.486700 -0.910526 0.122713 0.103513 
135.791000 38.072630 171.423800 -0.284002 -0.185183 0.098448 
131.748100 36.289440 170.611200 -0.007578 0.390078 0.166430 
125.348400 39.760630 173.933800 -0.107799 0.141610 -0.361169 
122.248700 41.801100 173.248000 0.287460 -0.114649 -0.019475 
119.287300 43.760880 169.436800 0.074556 -0.034274 -0.025444 
118.129600 43.532650 164.685900 -0.668543 -0.630704 -1.150885 
116.204500 41.181900 160.404500 0.180781 0.315657 0.984329 
113.530100 37.441860 157.935600 0.275437 0.148052 0.267753 
112.793300 32.516130 158.137000 0.131336 0.423617 -0.084292 
110.092200 28.798250 159.651700 -0.156268 0.273781 -0.011332 
110.804100 23.978600 160.756900 -0.442711 -0.042806 0.265931 
113.875500 21.180800 159.868600 1.195082 -1.221685 -0.025624 
117.744200 16.812420 160.464500 -0.432411 0.281970 -0.222052 
120.130800 12.473320 159.465400 0.373251 0.436882 0.085761 
125.344800 12.040310 159.258700 -0.988833 0.060740 0.034546 
130.074500 12.042250 159.136700 0.351881 -0.007370 -0.010690 
121.860266
120.288865 5.925759 191.958630 1.333456 1.530184 -0.470178 
123.772055 7.828785 188.920235 -0.803197 -2.967378 1.233735 
122.619604 12.652938 186.704180 0.957097 0.113306 0.545826 
124.389905 17.056635 185.985517 -0.207322 -1.273707 -0.498015 
120.408381 20.877044 186.412119 0.412647 3.295624 0.289717 
127.151637 22.646886 186.141201 0.088120 5.893510 -0.243308 
134.108878 21.845050 189.164322 -2.585263 -1.045312 -0.298659 
134.823816 29.458849 185.916622 -1.644527 -3.475908 0.425783 
134.186605 31.470238 182.721291 4.626018 -4.586897 -0.232449 
131.749562 36.209488 184.409181 -1.894427 0.794813 1.035567 
130.400869 41.085471 183.835314 -1.385373 1.995066 1.880780 
126.942230 45.127616 185.837774 1.487510 -5.503613 -2.884368 
124.471768 48.717280 186.987233 0.103542 -3.260918 1.022687 
124.407044 52.590652 189.568362 -0.767375 -0.639181 1.444817 
122.856263 53.204318 194.552667 2.769061 -1.569385 0.178990 
126.915670 51.142408 197.101529 -2.517326 1.499176 -1.529273 
122.827431 47.488450 197.351313 -1.313037 3.451388 -0.392337 
123.575316 43.441314 200.320056 3.879530 -5.279102 0.759448 
126.357493 39.665674 198.641913 -1.669244 -2.294728 -0.667997 
126.420037 35.943300 196.051073 -0.258942 3.883424 3.180953 
124.146113 33.428317 192.474158 5.238974 -1.740516 -2.468270 
119.799445 38.474925 192.400233 0.025347 3.715071 1.575653 
117.163135 38.571106 187.658126 0.318179 3.152685 -6.685543 
120.508860 38.247443 183.929899 0.038032 -3.193456 -3.707463 
123.204021 34.986451 181.220610 -1.174252 -0.768332 5.970935 
124.134141 30.583065 181.122856 -0.928791 4.640448 5.067914 
122.122484 27.464672 179.747005 3.123548 1.275861 0.536365 
122.946441 23.505978 176.462372 -1.946488 1.253939 -4.116189 
118.512870 24.794801 169.519736 -2.465570 -1.335865 1.269511 
121.793620 28.144155 166.525729 -0.643187 1.844467 -2.480965 
120.606420 28.957323 161.391315 0.855942 0.424232 -0.268209 
122.317905 31.858588 157.770288 -0.047062 -1.971342 0.325955 
126.010400 35.379957 158.389024 -1.292201 3.746466 2.697177 
126.355166 40.491171 159.879884 2.604819 -0.236845 -2.009585 
127.153537 44.962693 162.726929 -2.629988 0.035831 -3.456738 
129.691657 44.604809 166.362898 1.280885 1.349924 -0.762274 
130.245386 46.010191 172.850941 0.092786 -4.180244 0.933327 
132.462800 44.788604 177.456667 0.424927 -4.665100 0.443652 
136.630547 42.947003 178.666359 0.068967 -1.552506 -2.598724 
140.987626 42.784246 178.331547 -0.974624 5.177611 -3.006708 
146.686504 39.020328 178.753566 2.911043 3.631913 -4.628561 
150.782696 43.734954 180.862366 -2.840204 -3.565489 -1.735567 
156.995832 43.947543 177.382658 -0.667664 -0.107398 -0.916944 
154.227318 43.051514 173.544793 0.518121 -0.681305 3.657975 
151.038614 43.996310 172.231639 -1.430574 2.004428 0.234647 
148.412106 39.437612 170.857321 1.396580 -1.203427 1.879078 
143.774106 36.817610 169.737558 -2.921072 1.052182 2.694682 
139.634258 37.468728 170.254771 -0.553808 2.095369 3.221959 
135.591788 37.151283 172.479402 0.291308 -4.359508 1.771836 
131.662076 37.959583 170.676997 2.320446 4.781634 -2.164586 
124.791352 39.841999 174.171646 -5.955550 2.306250 4.568515 
122.387091 42.382974 173.446402 0.141853 1.001728 -2.248115 
120.231020 43.570517 168.658472 -0.979818 -0.031761 -2.349880 
117.051543 43.701138 164.488477 2.627339 1.547499 2.970800 
115.579803 41.221902 160.854980 0.634424 3.608513 1.699153 
114.486542 37.381597 157.965902 5.048981 4.732400 -3.969355 
112.052406 33.184352 157.940006 -4.640880 -4.052302 -1.905264 
111.024992 28.688990 160.030063 2.419272 -1.436344 2.524764 
